Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification,CIK
WLTW,Willis Towers Watson Public Limited Company,146.98,19220504343.56,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw,largecap,1140536
WIT,Wipro Limited,5.19,23364380452.71,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wit,largecap,1123799
WDAY,"Workday, Inc.",151.0,32616000000.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,largecap,1327811
WP,"Worldpay, Inc.",96.45,30094145166.3,,2012.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wp,largecap,1533932
WPP,WPP plc,83.32,21026117616.16,,,Technology,Advertising,https://www.nasdaq.com/symbol/wpp,largecap,806968
WYNN,"Wynn Resorts, Limited",145.9,15851145155.9,,2002.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn,largecap,1174922
XEL,Xcel Energy Inc.,47.95,24410726780.65,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel,largecap,72903
XLNX,"Xilinx, Inc.",73.79,18662491371.03,,1990.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx,largecap,743988
XL,XL Group Ltd.,57.04,14761625388.96,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/xl,largecap,875159
XPO,"XPO Logistics, Inc.",105.75,13414468610.25,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/xpo,largecap,1166003
XYL,Xylem Inc.,75.52,13564728779.52,,2011.0,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/xyl,largecap,1524472
YNDX,Yandex N.V.,31.79,10439911978.1,,2011.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,largecap,1513845
YUMC,"Yum China Holdings, Inc.",35.33,13540107041.56,,2016.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yumc,largecap,1673358
YUM,"Yum! Brands, Inc.",84.14,26702307251.76,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yum,largecap,1041061
ZBH,"Zimmer Biomet Holdings, Inc.",125.4,25517109162.6,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh,largecap,1136869
ZION,Zions Bancorporation,53.42,10384998163.62,,,Finance,Major Banks,https://www.nasdaq.com/symbol/zion,largecap,109380
ZTS,Zoetis Inc.,89.6,43171412748.8,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zts,largecap,1555280
ZTO,ZTO Express (Cayman) Inc.,19.52,15365438527.68,,2016.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/zto,largecap,1677250
PIH,"1347 Property Insurance Holdings, Inc.",7.05,42192600.3,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih,nanocap,1591890
PIHPP,"1347 Property Insurance Holdings, Inc.",25.75,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp,nanocap,
ABEOW,Abeona Therapeutics Inc.,9.2943,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow,nanocap,318306
ABIL,Ability Inc.,3.67,12128164.59,,2014.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,nanocap,1652866
ACST,"Acasti Pharma, Inc.",0.4999,18310368.6937,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,nanocap,1444192
ACHV,"Achieve Life Sciences, Inc. ",3.05,13880565.25,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,nanocap,949858
AEY,"ADDvantage Technologies Group, Inc.",1.45,14943910.25,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,nanocap,874292
ADIL,"Adial Pharmaceuticals, Inc",3.25,21249228.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,nanocap,1513525
ADILW,"Adial Pharmaceuticals, Inc",0.35,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,nanocap,
ADXSW,"Advaxis, Inc.",0.06,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxsw,nanocap,1100397
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,25.0065,3125812.5,,,,,https://www.nasdaq.com/symbol/dwmc,nanocap,
DWSH,AdvisorShares Dorsey Wright Short ETF,24.95,3118750.0,,,,,https://www.nasdaq.com/symbol/dwsh,nanocap,
ACT,AdvisorShares Vice ETF,26.348000000000006,13174000.0,,,,,https://www.nasdaq.com/symbol/act,nanocap,884629
AEB,Aegon NV,25.32,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb,nanocap,769218
AED,Aegon NV,26.24,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aed,nanocap,769218
AEH,Aegon NV,26.15,0.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh,nanocap,769218
AMTX,"Aemetis, Inc",1.26,25480841.4,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,nanocap,738214
ACY,AeroCentury Corp.,15.45,21887999.55,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy,nanocap,1036848
AEZS,AEterna Zentaris Inc.,1.79,29428960.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,nanocap,1113423
AEMD,"Aethlon Medical, Inc.",1.07,19044125.36,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,nanocap,882291
UAVS,"AgEagle Aerial Systems, Inc.",1.85,19034651.85,,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/uavs,nanocap,1639498
AGRX,"Agile Therapeutics, Inc.",0.2799,9622214.3871,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,nanocap,1261249
AGNCN,AGNC Investment Corp.,26.4,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,nanocap,
AGFSW,"AgroFresh Solutions, Inc.",0.198,0.0,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,nanocap,
ALRN,"Aileron Therapeutics, Inc.",2.15,31685414.3,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,nanocap,1420565
AIRI,Air Industries Group,1.43,37791459.42,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi,nanocap,
AMCN,AirMedia Group Inc,0.45,20329987.05,45177749.0,2007.0,Technology,Advertising,https://www.nasdaq.com/symbol/amcn,nanocap,1413745
AKTX,Akari Therapeutics Plc,1.88,28591748.76,15208377.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,nanocap,1541157
AKER,Akers Biosciences Inc,0.251,23620679.292,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,nanocap,1321834
ALGR,Allegro Merger Corp.,9.56,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,nanocap,
ALGRR,Allegro Merger Corp.,0.41,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,nanocap,
ALGRU,Allegro Merger Corp.,10.2,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,nanocap,1720025
ALGRW,Allegro Merger Corp.,0.32,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,nanocap,
AMMA,"Alliance MMA, Inc.",0.42,6242449.08,,2016.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma,nanocap,1674227
AHPI,"Allied Healthcare Products, Inc.",2.44,9793030.28,,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,nanocap,874710
ALQA,"Alliqua BioMedical, Inc.",2.651,13268811.71,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa,nanocap,1054274
APT,"Alpha Pro Tech, Ltd.",3.55,49437587.55,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/apt,nanocap,884269
SMCP,AlphaMark Actively Managed Small Cap ETF,26.95,28297500.0,,,,,https://www.nasdaq.com/symbol/smcp,nanocap,
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,32.37,11329564.74,,,,,https://www.nasdaq.com/symbol/swin,nanocap,
AMRWW,"Alta Mesa Resources, Inc.",0.6495,0.0,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,nanocap,
ALT,"Altimmune, Inc.",0.31,11931119.42,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,nanocap,1326190
AMAL,Amalgamated Bank,17.7,0.0,,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,nanocap,
AMBCW,"Ambac Financial Group, Inc.",10.61,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,nanocap,874501
AMDA,Amedica Corporation,0.4442,5272600.2518,,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/amda,nanocap,1269026
AMRH,"Ameri Holdings, Inc.",1.5,34310170.5,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,nanocap,
AMRHW,"Ameri Holdings, Inc.",0.1511,0.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,nanocap,
AETI,"American Electric Technologies, Inc.",0.8701,7757932.5439,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,nanocap,1043186
AFGE,"American Financial Group, Inc.",25.94,0.0,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge,nanocap,1042046
AFGH,"American Financial Group, Inc.",25.54,0.0,,2015.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh,nanocap,
ALN,American Lorain Corporation,0.1744,11959391.056,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/aln,nanocap,1117057
AMS,American Shared Hospital Services,3.1,17713400.0,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams,nanocap,744825
ASRVP,AmeriServ Financial Inc.,28.38,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,nanocap,707605
APHB,AmpliPhi Biosciences Corporation,0.96,15809575.68,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aphb,nanocap,921114
AFSS,"AmTrust Financial Services, Inc.",24.6,0.0,,2015.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afss,nanocap,1365555
AFST,"AmTrust Financial Services, Inc.",25.0,0.0,,2015.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afst,nanocap,
AIY,Apollo Investment Corporation,25.23,0.0,,2013.0,,,https://www.nasdaq.com/symbol/aiy,nanocap,1278752
ARCI,"Appliance Recycling Centers of America, Inc.",0.775,5328407.875,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,nanocap,862861
APDN,Applied DNA Sciences Inc,1.14,34327744.98,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,nanocap,744452
APDNW,Applied DNA Sciences Inc,0.25,0.0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,nanocap,
APRI,"Apricus Biosciences, Inc.",0.295,6915227.455,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,nanocap,1017491
AQB,"AquaBounty Technologies, Inc.",2.84,36489387.84,,,,,https://www.nasdaq.com/symbol/aqb,nanocap,1603978
ARDM,Aradigm Corporation,1.43,21737747.46,,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm,nanocap,1013238
ARCW,"ARC Group Worldwide, Inc.",2.05,47777425.05,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,nanocap,826326
ABIO,"ARCA biopharma, Inc.",0.5760000000000001,8020123.2,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,nanocap,907654
RKDA,"Arcadia Biosciences, Inc.",6.35,30317211.4,,2015.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,nanocap,1469443
ACGLO,Arch Capital Group Ltd.,24.73,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,nanocap,
ACGLP,Arch Capital Group Ltd.,23.99,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,nanocap,
ARGD,"Argo Group International Holdings, Ltd.",25.5,0.0,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd,nanocap,1558368
ARDS,Aridis Pharmaceuticals Inc.,13.04,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,nanocap,
AIC,Arlington Asset Investment Corp,24.14,0.0,,2015.0,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,nanocap,1282552
AIW,Arlington Asset Investment Corp,24.2,0.0,,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw,nanocap,1209028
DWCR,Arrow DWA Country Rotation ETF,28.89,20223000.0,,,,,https://www.nasdaq.com/symbol/dwcr,nanocap,
DWAT,Arrow DWA Tactical ETF,12.42,6210000.0,,,,,https://www.nasdaq.com/symbol/dwat,nanocap,
ASNS,"Arsanis, Inc.",1.89,27056124.9,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,nanocap,1501697
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.8,11761304.8,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,nanocap,7623
ASCMA,"Ascent Capital Group, Inc.",2.83,35178878.17,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,nanocap,1437106
APWC,Asia Pacific Wire & Cable Corporation Limited,2.6838,37089227.6622,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,nanocap,1026980
AIZP,"Assurant, Inc.",113.28,0.0,,,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp,nanocap,
ASFI,"Asta Funding, Inc.",3.0,19871445.0,,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,nanocap,1001258
ASTC,Astrotech Corporation,3.63,14930436.84,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc,nanocap,1001907
TBB,AT&T Inc.,25.0,0.0,,2017.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb,nanocap,
TBC,AT&T Inc.,24.94,0.0,,2018.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc,nanocap,
ATLC,Atlanticus Holdings Corporation,2.67,41652886.44,,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,nanocap,1464343
AFHBL,"Atlas Financial Holdings, Inc.",25.3,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,nanocap,
ATOS,Atossa Genetics Inc.,2.17,11000943.03,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,nanocap,1488039
ATIS,Attis Industries Inc.,0.3511,7592652.6608,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,nanocap,949721
ATISW,Attis Industries Inc.,0.08,0.0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,nanocap,
LIFE,"aTyr Pharma, Inc.",0.6379,19045755.4219,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,nanocap,1073431
EARS,Auris Medical Holding AG,0.267,1633342.596,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,nanocap,1601936
AUTO,"AutoWeb, Inc.",3.545,45900482.75,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,nanocap,1023364
AWX,Avalon Holdings Corporation,4.31,16392356.61,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/awx,nanocap,1061069
ATXI,"Avenue Therapeutics, Inc.",3.9799,42005536.158,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,nanocap,1644963
CDMOP,"Avid Bioservices, Inc.",26.3548,18448360.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,nanocap,
AVGR,"Avinger, Inc.",1.39,16057352.28,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,nanocap,1506928
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,0.0,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau,nanocap,1661181
AHPAW,Avista Healthcare Public Acquisition Corp.,0.25,0.0,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw,nanocap,
AYTU,"Aytu BioScience, Inc.",4.41,395612.28,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,nanocap,
AZRX,"AzurRx BioPharma, Inc.",2.45,41430631.9,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,nanocap,1604191
RILYG,"B. Riley Financial, Inc.",24.95,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,nanocap,
RILYH,"B. Riley Financial, Inc.",25.92,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,nanocap,
RILYL,"B. Riley Financial, Inc.",25.4373,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,nanocap,
RILYZ,"B. Riley Financial, Inc.",25.27,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,nanocap,
BOSC,B.O.S. Better Online Solutions,2.3468,7877477.7452,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,nanocap,1005516
BANFP,BancFirst Corporation,27.22,27220000.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,nanocap,867655
DFVL,Barclays PLC,62.64,4585248.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,nanocap,
DFVS,Barclays PLC,35.3,4352490.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs,nanocap,
DLBL,Barclays PLC,75.08,4346155.96,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl,nanocap,
DLBS,Barclays PLC,19.05,18317375.1,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs,nanocap,
DTUL,Barclays PLC,56.75,4768872.75,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul,nanocap,
DTUS,Barclays PLC,39.95,7558540.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus,nanocap,
DTYL,Barclays PLC,73.23,5045034.39,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl,nanocap,
FLAT,Barclays PLC,65.13,4952615.46,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat,nanocap,
STPP,Barclays PLC,29.33,3900890.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp,nanocap,
TAPR,Barclays PLC,25.6,16898560.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr,nanocap,
BHAC,Barington/Hilco Acquisition Corp.,10.72,24079649.92,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhac,nanocap,1622175
BHACR,Barington/Hilco Acquisition Corp.,0.239,0.0,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr,nanocap,1622175
BHACU,Barington/Hilco Acquisition Corp.,10.58,0.0,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu,nanocap,1622175
BHACW,Barington/Hilco Acquisition Corp.,0.1399,0.0,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw,nanocap,1622175
BRN,"Barnwell Industries, Inc.",1.98,16388776.8,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn,nanocap,10048
BDXA,"Becton, Dickinson and Company",64.41,0.0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa,nanocap,
BLPH,"Bellerophon Therapeutics, Inc.",0.8348,48250302.1676,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blph,nanocap,1600132
BNTC,Benitec Biopharma Limited,2.7,6348283.2,2351216.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntc,nanocap,
BNTCW,Benitec Biopharma Limited,0.28,0.0,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bntcw,nanocap,
BGCA,"BGC Partners, Inc.",25.46,0.0,,2012.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgca,nanocap,1094831
BRPA,Big Rock Partners Acquisition Corp.,9.91,25989807.44,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brpa,nanocap,1719406
BRPAR,Big Rock Partners Acquisition Corp.,0.4,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brpar,nanocap,
BRPAU,Big Rock Partners Acquisition Corp.,10.7,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brpau,nanocap,1719406
BRPAW,Big Rock Partners Acquisition Corp.,0.45,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brpaw,nanocap,
BASI,"Bioanalytical Systems, Inc.",1.67,17109612.59,,1997.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/basi,nanocap,720154
ORPN,Bioblast Pharma Ltd.,1.22,4077719.46,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orpn,nanocap,1596812
BIOC,"Biocept, Inc.",3.21,7325752.86,,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/bioc,nanocap,1044378
BKYI,"BIO-key International, Inc.",1.7,21405174.3,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bkyi,nanocap,1019034
BIOL,"Biolase, Inc.",1.7,35014731.7,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/biol,nanocap,811240
BMRA,"Biomerica, Inc.",3.75,32444853.75,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bmra,nanocap,73290
BNGOU,"Bionano Genomics, Inc.",6.355,0.0,,2018.0,,,https://www.nasdaq.com/symbol/bngou,nanocap,
BVXV,BiondVax Pharmaceuticals Ltd.,5.55,31500484.65,5675763.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxv,nanocap,1611747
BVXVW,BiondVax Pharmaceuticals Ltd.,1.3242,0.0,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bvxvw,nanocap,1611747
BPTH,"Bio-Path Holdings, Inc.",1.5,17011134.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpth,nanocap,1133818
BPMX,BioPharmX Corporation,0.152,29110847.112,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmx,nanocap,
BSPM,"Biostar Pharmaceuticals, Inc.",1.98,5221632.24,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bspm,nanocap,1418133
BGI,Birks Group Inc.,1.59,28557800.79,,,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/bgi,nanocap,1179821
BCAC,Bison Capital Acquisition Corp.,10.1,24567320.8,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcac,nanocap,
BCACR,Bison Capital Acquisition Corp.,0.49,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacr,nanocap,1697805
BCACU,Bison Capital Acquisition Corp.,10.7186,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacu,nanocap,
BCACW,Bison Capital Acquisition Corp.,0.45,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bcacw,nanocap,
BBOX,Black Box Corporation,1.24,18890360.88,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bbox,nanocap,849547
BKHU,Black Hills Corporation,65.24,0.0,,2015.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkhu,nanocap,
BRAC,Black Ridge Acquisition Corp.,9.8,42783526.8,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/brac,nanocap,1708341
BRACR,Black Ridge Acquisition Corp.,0.37,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracr,nanocap,1708341
BRACU,Black Ridge Acquisition Corp.,10.56,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracu,nanocap,
BRACW,Black Ridge Acquisition Corp.,0.48,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/bracw,nanocap,
BZM,BlackRock Maryland Municipal Bond Trust,13.9023,28933230.4209,,2002.0,,,https://www.nasdaq.com/symbol/bzm,nanocap,
MHE,BlackRock Massachusetts Tax-Exempt Trust,12.52,29685207.96,,1993.0,,,https://www.nasdaq.com/symbol/mhe,nanocap,
BQH,Blackrock New York Municipal Bond Trust,13.02,36457367.1,,2002.0,,,https://www.nasdaq.com/symbol/bqh,nanocap,
BHV,BlackRock Virginia Municipal Bond Trust,16.54,26513669.62,,2002.0,,,https://www.nasdaq.com/symbol/bhv,nanocap,
BLNKW,Blink Charging Co.,1.23,0.0,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnkw,nanocap,
BDR,"Blonder Tongue Laboratories, Inc.",1.5,14490807.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/bdr,nanocap,1000683
ITEQ,BlueStar Israel Technology ETF,36.175,0.0,,,,,https://www.nasdaq.com/symbol/iteq,nanocap,
BOFIL,"BofI Holding, Inc.",25.95,0.0,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofil,nanocap,
BOKFL,BOK Financial Corporation,25.08,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bokfl,nanocap,
BNSO,"Bonso Electronics International, Inc.",3.33,15691959.0,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bnso,nanocap,846546
BPFHW,"Boston Private Financial Holdings, Inc.",9.44,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfhw,nanocap,821127
BOXL,Boxlight Corporation,3.56,35803119.36,,2017.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/boxl,nanocap,1624512
BVNSC,Brandes Investment Trust,99.99,0.0,,,,,https://www.nasdaq.com/symbol/bvnsc,nanocap,
BLIN          ,"Bridgeline Digital, Inc.",0.9,3817102.5,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin,nanocap,1378590
BSA,BrightSphere Investment Group plc,22.88,0.0,,2016.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/bsa,nanocap,
BVSN,"BroadVision, Inc.",1.7688,8840428.7928,,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn,nanocap,920448
BYFC,Broadway Financial Corporation,1.58,43321700.84,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/byfc,nanocap,1001171
